id,features
2057,"[0.10387010127305984, 0.44753625988960266, 0.024113396182656288, 0.8080103397369385, 0.04252001643180847, 0.7540497779846191, 0.27215340733528137, 0.21674570441246033, 0.025323323905467987, 0.808731734752655]"
2067,"[0.5519595742225647, 0.5206539630889893, 0.6580590009689331, 0.6497359275817871, 0.3406440019607544, 0.9116629958152771, 0.5953426361083984, 0.3503936231136322, 0.2071496695280075, 0.47003594040870667]"
2077,"[0.3104313015937805, 0.7182596325874329, 0.3085888922214508, 0.8288214802742004, 0.09018638730049133, 0.3619277775287628, 0.1295952945947647, 0.5556402802467346, 0.20074909925460815, 0.5411041378974915]"
2087,"[0.1287296563386917, 0.2867899239063263, 0.09150389581918716, 0.9169979691505432, 0.0070251720026135445, 0.7121524810791016, 0.36843034625053406, 0.6252439022064209, 0.05770257115364075, 0.7837867140769958]"
2097,"[0.5260019302368164, 0.5950298309326172, 0.16080141067504883, 0.21190282702445984, 0.3100852370262146, 0.30123764276504517, 0.2870495617389679, 0.8416630625724792, 0.2115296870470047, 0.7689517736434937]"
2107,"[0.040007058531045914, 0.165413036942482, 0.19527886807918549, 0.33025872707366943, 0.1302172690629959, 0.0, 0.09054827690124512, 0.30681246519088745, 0.4440228044986725, 1.3599168062210083]"
2117,"[0.7960571646690369, 0.5928465723991394, 0.06179780885577202, 0.18827839195728302, 0.6158860921859741, 0.7580678462982178, 0.4320492148399353, 0.7802802324295044, 0.24572013318538666, 0.2769184410572052]"
2127,"[0.07082805037498474, 1.267551064491272, 0.4833240807056427, 0.7875509262084961, 0.4114523231983185, 0.1979508250951767, 0.0, 0.7471970915794373, 0.540827214717865, 0.5112919211387634]"
2137,"[0.6001108288764954, 0.2337450385093689, 0.06645719707012177, 0.8942656517028809, 0.16047342121601105, 0.8707252740859985, 0.4575378894805908, 0.6464474201202393, 0.2872566878795624, 0.5580970644950867]"
2147,"[0.6442420482635498, 0.9770499467849731, 0.02516276389360428, 0.22226937115192413, 0.4168045222759247, 0.23991405963897705, 0.03158112242817879, 0.1317065805196762, 0.30286550521850586, 0.3940243422985077]"
2157,"[0.6506057381629944, 0.8593392968177795, 0.666775643825531, 0.6084110140800476, 0.2539686858654022, 0.017845679074525833, 0.3915662169456482, 0.9808031916618347, 0.5041281580924988, 0.1772841513156891]"
2167,"[0.2670203447341919, 1.059485912322998, 0.3041664958000183, 0.0, 0.4110755920410156, 0.07404351234436035, 0.17970728874206543, 0.6597457528114319, 0.06547559797763824, 0.7545794248580933]"
2177,"[0.40895360708236694, 0.3701368272304535, 0.11388707160949707, 0.462531179189682, 0.0, 0.7045447826385498, 0.37900352478027344, 0.7245821952819824, 0.48712337017059326, 0.4384656548500061]"
2187,"[0.0, 0.7847439050674438, 0.11136023700237274, 0.5621860027313232, 0.046302679926157, 0.7851954102516174, 0.47917109727859497, 0.976891815662384, 0.2717823088169098, 0.24970455467700958]"
2197,"[0.44820719957351685, 1.249557375907898, 0.0, 0.5833142995834351, 0.0, 0.6803320050239563, 1.0682117938995361, 0.45674756169319153, 1.2027792930603027, 0.15945908427238464]"
2207,"[0.043947480618953705, 0.32342272996902466, 0.09465430676937103, 0.4398875832557678, 0.22003760933876038, 0.7160979509353638, 0.19125455617904663, 0.5515629053115845, 0.0, 0.44441816210746765]"
2217,"[0.038402389734983444, 0.2827763259410858, 0.06532919406890869, 0.0, 0.06214752793312073, 0.0, 0.08843697607517242, 0.05254412442445755, 0.03255616873502731, 0.22174391150474548]"
2227,"[0.10535638779401779, 0.3289143443107605, 0.0, 0.8242172598838806, 0.4894501268863678, 0.8901374936103821, 0.856015682220459, 0.8343698382377625, 0.054646581411361694, 0.0]"
2237,"[0.2684578001499176, 0.562114417552948, 0.3254377841949463, 0.9668352603912354, 0.06700882315635681, 0.5600298047065735, 0.9232633709907532, 0.19433340430259705, 0.11084955930709839, 0.5323282480239868]"
2247,"[0.0033313618041574955, 0.34996867179870605, 0.3983567953109741, 0.6699056625366211, 0.2849089205265045, 0.7528707385063171, 0.28352460265159607, 0.49284234642982483, 0.21647702157497406, 0.4032594859600067]"
2257,"[0.5026364326477051, 0.0, 0.4231005609035492, 0.8312569260597229, 0.0, 0.2719578146934509, 0.2594454288482666, 0.4264425039291382, 0.6091680526733398, 0.5738787651062012]"
2267,"[0.17252503335475922, 0.4060898423194885, 0.5472631454467773, 0.6495690941810608, 0.29086267948150635, 0.42533183097839355, 0.03978889808058739, 0.5236014127731323, 0.23823882639408112, 0.565683901309967]"
2277,"[0.012021762318909168, 0.5860508680343628, 0.09147908538579941, 0.2172924429178238, 0.04303152114152908, 0.1294139325618744, 0.35440775752067566, 0.22128687798976898, 0.07859790325164795, 0.30259883403778076]"
2287,"[0.0, 0.376150906085968, 0.03896738216280937, 0.5001870393753052, 0.6891087293624878, 0.701664388179779, 0.13124121725559235, 0.5649592280387878, 0.0, 0.8785820007324219]"
2297,"[0.6986911296844482, 0.9365329742431641, 0.2163211852312088, 0.45187848806381226, 0.0645439475774765, 0.16051006317138672, 0.13996583223342896, 0.409145712852478, 0.254067063331604, 0.5146628618240356]"
2307,"[0.44611620903015137, 1.239133596420288, 0.049576010555028915, 0.0, 0.0, 0.4730139672756195, 0.0, 0.0, 0.5686120390892029, 0.527412474155426]"
2317,"[0.14670394361019135, 0.6006133556365967, 0.08705488592386246, 0.15620197355747223, 0.5895108580589294, 0.3543633818626404, 0.12455850839614868, 0.29133617877960205, 1.0062309503555298, 0.3795253336429596]"
2327,"[0.20042331516742706, 0.3326340913772583, 0.19280794262886047, 0.3251504600048065, 0.17195731401443481, 0.2545338273048401, 0.1760883331298828, 0.0, 0.7265060544013977, 1.1643402576446533]"
2337,"[0.37913596630096436, 0.370950311422348, 0.6409120559692383, 0.8589901924133301, 0.8547770977020264, 0.0, 0.3786042034626007, 0.4812977612018585, 0.2870853543281555, 0.3701012134552002]"
2347,"[0.34645795822143555, 0.3944864571094513, 0.36084794998168945, 0.3576156198978424, 0.35562771558761597, 0.7723377346992493, 0.535155713558197, 0.6183332800865173, 0.11679933220148087, 0.7205901145935059]"
2357,"[0.5369845032691956, 0.5212856531143188, 0.3615640699863434, 0.7621954083442688, 0.3260597586631775, 0.6246800422668457, 0.729810357093811, 0.8722954988479614, 0.2592736482620239, 0.3088213801383972]"
2367,"[0.4194130003452301, 0.5062017440795898, 0.11492936313152313, 0.1184384748339653, 0.014742976985871792, 0.2583424746990204, 0.3510734438896179, 0.3793329894542694, 0.5304030776023865, 0.7755123972892761]"
2377,"[0.23629066348075867, 0.4702024757862091, 0.3832736611366272, 0.2146969437599182, 0.4580252170562744, 0.15527313947677612, 0.0, 0.2591468095779419, 0.3781224191188812, 1.1229023933410645]"
2387,"[0.16141095757484436, 0.37728503346443176, 0.8617721199989319, 0.10307059437036514, 0.18418516218662262, 0.007984806783497334, 0.3318937122821808, 0.45234090089797974, 0.5248631834983826, 0.8673555850982666]"
2397,"[0.5001457333564758, 0.3616708219051361, 0.12662482261657715, 0.5935745239257812, 0.28254789113998413, 0.4487582743167877, 0.40942004323005676, 0.7716779112815857, 0.039898622781038284, 0.6041685938835144]"
2407,"[0.1652786135673523, 0.5237768292427063, 0.14313088357448578, 0.7124386429786682, 0.09359617531299591, 0.7059745192527771, 0.2991592288017273, 0.5214278101921082, 0.026699509471654892, 0.7781314849853516]"
2417,"[0.342946320772171, 0.971713662147522, 0.5329920053482056, 0.912100613117218, 0.31834039092063904, 0.11916214972734451, 0.1488053947687149, 0.5465236306190491, 0.03509554639458656, 0.0]"
2427,"[0.46640563011169434, 0.2868019938468933, 0.7642167210578918, 0.1254330277442932, 0.8643628358840942, 0.7147420644760132, 0.5113357305526733, 0.7295381426811218, 0.1821175366640091, 0.06763813644647598]"
2437,"[0.369475394487381, 0.3622114956378937, 0.3747541606426239, 0.713439404964447, 0.6492845416069031, 0.2875298857688904, 0.7897647619247437, 0.7011793255805969, 0.2944279611110687, 0.3111265003681183]"
2447,"[0.34876421093940735, 0.9964168667793274, 0.3029932677745819, 0.31289437413215637, 0.28221991658210754, 0.0, 0.41095998883247375, 0.17079290747642517, 0.46588537096977234, 0.6497984528541565]"
2457,"[0.1924348622560501, 0.7901458740234375, 0.15022169053554535, 0.2676847577095032, 0.076266810297966, 0.6484766602516174, 0.45809948444366455, 0.5109179019927979, 0.39907029271125793, 0.5547635555267334]"
2467,"[0.6571328639984131, 0.6914350986480713, 0.24203059077262878, 0.426640123128891, 0.4000126123428345, 0.651960015296936, 0.5316230654716492, 0.7532591819763184, 0.2375074028968811, 0.35389867424964905]"
2477,"[0.3579469919204712, 0.406468003988266, 0.028096424415707588, 0.6286660432815552, 0.06177539378404617, 0.018989307805895805, 0.08538448810577393, 0.0, 0.49166175723075867, 0.7332184314727783]"
2487,"[0.8868828415870667, 0.2944856286048889, 0.3557978570461273, 0.0, 0.19698405265808105, 0.49861761927604675, 0.36379116773605347, 0.48197147250175476, 0.0, 0.0]"
2497,"[0.26739493012428284, 0.7197100520133972, 1.050045132637024, 0.7777227163314819, 0.0, 0.19462460279464722, 0.024833615869283676, 0.0, 0.1037740632891655, 0.38007259368896484]"
2507,"[0.8301023244857788, 0.43957245349884033, 0.518943190574646, 0.0, 0.7305427193641663, 0.0, 0.5742337107658386, 0.49931809306144714, 0.8640705347061157, 0.28055617213249207]"
2517,"[0.08797051012516022, 0.33261868357658386, 0.422567218542099, 0.2913815379142761, 0.2068372368812561, 0.2398679256439209, 0.2634553015232086, 0.43653449416160583, 0.1671394407749176, 1.0365262031555176]"
2527,"[0.287440687417984, 0.450180321931839, 0.11515075713396072, 0.2535078525543213, 0.27048835158348083, 0.4637075960636139, 0.15990091860294342, 0.7295422554016113, 0.15426793694496155, 1.0069844722747803]"
2537,"[0.0, 0.6879966855049133, 0.21488788723945618, 0.4740419089794159, 0.0, 0.0, 0.3385991156101227, 0.0, 0.5702877044677734, 0.4325145483016968]"
2557,"[0.0, 0.23760947585105896, 0.7686623930931091, 0.06456229835748672, 1.226688265800476, 0.3074490427970886, 0.15310588479042053, 0.9978311061859131, 0.14949604868888855, 0.5304701924324036]"
2567,"[0.2857125699520111, 0.670545756816864, 0.4132465124130249, 0.40208473801612854, 0.29586413502693176, 0.34304237365722656, 0.5844619870185852, 0.4629564881324768, 0.2808889150619507, 0.45629510283470154]"
2577,"[0.5436995029449463, 0.2539164423942566, 0.40810129046440125, 0.39304324984550476, 0.9131407141685486, 0.4495178759098053, 0.41717177629470825, 0.7404578924179077, 0.20110765099525452, 0.16925495862960815]"
2587,"[0.13391250371932983, 0.38806015253067017, 0.42350223660469055, 0.465963214635849, 0.1331298053264618, 0.0280905868858099, 0.29094022512435913, 0.5449596643447876, 0.5624986886978149, 0.7658567428588867]"
2597,"[0.0, 0.9053438901901245, 0.5622312426567078, 0.3959401249885559, 0.0, 0.0, 0.0, 0.4720551371574402, 0.5664755702018738, 0.5149601697921753]"
2607,"[0.7186006307601929, 0.7110665440559387, 0.6104031801223755, 0.7606765627861023, 0.458405077457428, 0.5088462233543396, 0.5774358510971069, 0.7903415560722351, 0.34270021319389343, 0.0]"
2617,"[0.0, 1.0594581365585327, 0.0, 0.35008761286735535, 0.5143792629241943, 0.2885344624519348, 0.0, 0.6254429817199707, 0.04208512231707573, 0.7112433910369873]"
2627,"[0.4930313229560852, 0.07529529184103012, 0.44125479459762573, 0.9800736904144287, 0.0, 1.334084153175354, 0.1851474791765213, 0.4956892430782318, 0.0, 0.1636822521686554]"
2637,"[0.26526573300361633, 0.20175212621688843, 0.0, 0.6077871322631836, 1.0723237991333008, 0.30848872661590576, 0.0, 0.6538287997245789, 0.00019363159663043916, 0.4559469223022461]"
2647,"[0.0, 0.0, 0.0, 0.6649763584136963, 1.034184455871582, 0.17647705972194672, 0.0, 0.7232437133789062, 0.0, 0.8876453042030334]"
2657,"[0.46964436769485474, 0.18435856699943542, 0.0, 0.7325736284255981, 0.4080582559108734, 0.3560847043991089, 0.010969570837914944, 1.0130046606063843, 0.26527321338653564, 0.5891144871711731]"
2667,"[0.0, 0.15593262016773224, 0.0, 0.6087503433227539, 1.064773440361023, 0.23256036639213562, 0.0, 0.24619807302951813, 0.1896420121192932, 0.7812685966491699]"
2677,"[0.3154374659061432, 0.39362549781799316, 0.3466606140136719, 0.6642709970474243, 0.3530476689338684, 0.5283365845680237, 0.6230590343475342, 1.0699691772460938, 0.19057442247867584, 0.2969883680343628]"
2687,"[0.24135412275791168, 0.7736120223999023, 0.0, 0.9353047013282776, 0.2535589039325714, 0.39306551218032837, 0.6100161075592041, 0.4609680771827698, 0.0, 0.47476544976234436]"
2697,"[0.322702020406723, 0.20052646100521088, 0.0, 0.6593853235244751, 0.6101808547973633, 0.4904994070529938, 0.09824533760547638, 1.1216598749160767, 0.4597177505493164, 0.3455916941165924]"
2707,"[0.64710533618927, 0.9112167358398438, 0.6005465388298035, 0.4897998869419098, 0.3935807943344116, 0.06488443166017532, 0.35376298427581787, 0.2510784864425659, 0.1527550220489502, 0.7487643361091614]"
2717,"[0.10093852132558823, 0.7171421051025391, 0.0814615935087204, 0.3463505208492279, 0.12252135574817657, 0.14613038301467896, 0.09961466491222382, 0.6408323645591736, 0.3512539267539978, 0.687985360622406]"
2727,"[0.4760802686214447, 0.3194219172000885, 0.5602816939353943, 0.21242395043373108, 0.6739173531532288, 0.48181530833244324, 0.8387995958328247, 0.5903263092041016, 0.09731405973434448, 0.4193893373012543]"
2737,"[0.526023268699646, 0.6246151328086853, 0.41200125217437744, 0.3478008806705475, 0.0, 0.21592886745929718, 0.4637182056903839, 0.30604439973831177, 0.7173764705657959, 0.48752468824386597]"
2747,"[0.07659151405096054, 0.35390418767929077, 0.24029658734798431, 0.6545494794845581, 0.412451833486557, 0.6090509295463562, 0.0, 0.8090372681617737, 0.2588159143924713, 0.5757699012756348]"
2757,"[0.5245806574821472, 0.2661679685115814, 0.5324978232383728, 0.6566619277000427, 0.6430608034133911, 0.5202281475067139, 0.5818744897842407, 0.4404803514480591, 0.21897073090076447, 0.5463801622390747]"
2767,"[0.0, 1.120428204536438, 0.4620271921157837, 0.577610194683075, 0.4785988926887512, 0.0, 0.6416385173797607, 0.7323001027107239, 0.0, 0.047272443771362305]"
2777,"[0.0, 0.9378257393836975, 0.0, 0.5844093561172485, 0.0, 0.0, 0.0, 0.0, 0.4870475232601166, 0.6002906560897827]"
2787,"[0.11296621710062027, 0.43851572275161743, 0.3870755136013031, 0.21171729266643524, 0.08170957118272781, 0.22322393953800201, 0.29284077882766724, 0.3351060450077057, 0.2810705900192261, 1.0375139713287354]"
2797,"[0.07082250714302063, 0.6593242883682251, 0.188838928937912, 0.7119733691215515, 0.0017296044388785958, 0.7301201224327087, 0.5982227921485901, 0.647855818271637, 0.05781731382012367, 0.6578620076179504]"
2807,"[0.0, 0.8176423907279968, 0.16989168524742126, 0.17585735023021698, 0.34507474303245544, 0.01783806085586548, 0.0, 0.0, 0.46495234966278076, 0.3485531210899353]"
2817,"[0.0, 0.6940078139305115, 0.007257420103996992, 0.3596729040145874, 0.19285885989665985, 0.0, 0.04546348750591278, 0.048324309289455414, 0.4732353687286377, 0.2804635763168335]"
2827,"[0.4346986711025238, 0.714276134967804, 0.19019842147827148, 0.46230992674827576, 0.21113041043281555, 0.02613159455358982, 0.0, 0.27206915616989136, 0.40388473868370056, 0.5158683061599731]"
2837,"[0.44591403007507324, 0.0, 1.2848354578018188, 0.8889511227607727, 0.3891814053058624, 0.0, 0.5064220428466797, 0.7249759435653687, 0.4355891942977905, 0.0]"
2847,"[0.40006306767463684, 0.5794360041618347, 0.5423190593719482, 0.4001671075820923, 0.5672803521156311, 0.5495308041572571, 0.37519240379333496, 0.7399582862854004, 0.20320020616054535, 0.6109897494316101]"
2857,"[0.17541231215000153, 0.22488810122013092, 0.47442346811294556, 0.3607211112976074, 0.10171351581811905, 0.7621468901634216, 0.39176806807518005, 1.1049635410308838, 0.2884272038936615, 0.4941248893737793]"
2867,"[0.0, 0.4943777620792389, 0.0, 0.3780370354652405, 0.3198451101779938, 0.4141974449157715, 0.14486728608608246, 0.5506714582443237, 0.28806260228157043, 1.1623187065124512]"
2877,"[0.5046593546867371, 0.19681771099567413, 0.20338259637355804, 0.5164495706558228, 0.26556625962257385, 0.4354962408542633, 0.14198052883148193, 0.5140236616134644, 0.4725024104118347, 0.7209177017211914]"
2887,"[0.9276898503303528, 0.0075089773163199425, 0.03922725468873978, 0.5259333252906799, 0.6868077516555786, 0.5474852919578552, 0.12368501722812653, 0.7809484601020813, 0.4510166347026825, 0.8519985675811768]"
2897,"[0.9582960605621338, 0.25549185276031494, 0.0, 0.765284538269043, 0.5408059358596802, 0.509368360042572, 0.2202392965555191, 0.5685796737670898, 0.8492285013198853, 0.0]"
2907,"[0.0, 0.5015267133712769, 0.5536783933639526, 0.44696035981178284, 0.0, 0.0, 0.0, 0.6229656934738159, 1.1324108839035034, 0.26401159167289734]"
2917,"[0.15083947777748108, 0.5094020962715149, 0.4823963940143585, 0.6326356530189514, 0.3420218825340271, 0.8458800315856934, 0.4034770131111145, 0.7185556292533875, 0.2599870264530182, 0.5448675155639648]"
2927,"[0.29739388823509216, 0.2419896274805069, 0.36550208926200867, 0.6810029745101929, 0.5974397659301758, 1.1442760229110718, 0.03911019489169121, 0.6043059229850769, 0.11729525029659271, 0.7213762998580933]"
2937,"[0.18919312953948975, 0.3441065847873688, 0.001405386603437364, 0.5517202615737915, 0.6084127426147461, 0.9798014163970947, 0.48705658316612244, 0.6295474171638489, 0.5753069519996643, 0.8501095771789551]"
2947,"[0.15327486395835876, 0.690485417842865, 0.05058976262807846, 0.20487932860851288, 0.4469861090183258, 0.9107261896133423, 0.40999069809913635, 0.6582685112953186, 0.19653183221817017, 0.7961578965187073]"
2967,"[0.38692718744277954, 0.2071622610092163, 0.38871678709983826, 0.4095730483531952, 0.15910136699676514, 1.1063860654830933, 0.4568139910697937, 0.7290322780609131, 0.15421193838119507, 0.47642841935157776]"
2977,"[0.7853067517280579, 1.11935293674469, 0.0, 0.5837292075157166, 0.0, 0.11072089523077011, 0.3223378360271454, 0.18769486248493195, 0.6462184190750122, 0.5523555278778076]"
2987,"[0.0, 0.6044933199882507, 0.0, 0.43905654549598694, 0.36440321803092957, 0.3591197431087494, 0.43906405568122864, 1.0410882234573364, 0.08647549152374268, 0.7012342214584351]"
2997,"[0.43720656633377075, 0.26915720105171204, 0.27238351106643677, 0.32941940426826477, 0.67794269323349, 0.4533354640007019, 0.8143772482872009, 1.222244143486023, 0.19275234639644623, 0.4033683240413666]"
3007,"[0.5456460118293762, 0.1212615817785263, 0.42758142948150635, 0.34981656074523926, 0.3189481794834137, 0.692221999168396, 0.5541945695877075, 1.1789331436157227, 0.10866311192512512, 0.5119876861572266]"
3017,"[0.3158622086048126, 0.37605276703834534, 0.3170457184314728, 0.0017670748056843877, 0.16101133823394775, 0.0, 0.08022412657737732, 0.2253868579864502, 0.4169831871986389, 1.1874622106552124]"
3027,"[0.008639378473162651, 0.047000765800476074, 0.0, 0.12960772216320038, 0.2605060338973999, 0.0, 0.0, 0.17647241055965424, 0.0, 0.6454168558120728]"
3037,"[0.4612686038017273, 0.4528086483478546, 0.2118840217590332, 0.4089736342430115, 0.3571137487888336, 0.8368576765060425, 0.5837098956108093, 0.7689551115036011, 0.16634324193000793, 0.6517128944396973]"
3047,"[0.13399191200733185, 0.49867674708366394, 0.4958663880825043, 0.22284865379333496, 0.5710648894309998, 0.5753467679023743, 0.33113670349121094, 0.9459394216537476, 0.15642456710338593, 0.8186044692993164]"
3057,"[0.3377530872821808, 0.3881722390651703, 0.28577178716659546, 0.5421901345252991, 0.31346529722213745, 0.6767413020133972, 0.33172154426574707, 0.6120116114616394, 0.1744481772184372, 0.46106794476509094]"
3067,"[0.22308845818042755, 0.08975400775671005, 0.4537859559059143, 0.6070987582206726, 0.3001948595046997, 0.2972443401813507, 0.4561368227005005, 1.1845413446426392, 0.248393714427948, 0.6051526069641113]"
3077,"[0.4451850652694702, 0.14812704920768738, 0.5281586647033691, 0.02459084428846836, 0.43237823247909546, 1.1767107248306274, 0.0, 0.9256094694137573, 0.2994867265224457, 0.9340789318084717]"
3087,"[0.03545519709587097, 0.7958738207817078, 0.30388230085372925, 0.33497342467308044, 0.17343685030937195, 0.3043633699417114, 0.377342164516449, 0.7125087380409241, 0.28566455841064453, 0.6948179006576538]"
3097,"[0.024953896179795265, 0.36087462306022644, 0.0, 0.8346045017242432, 0.43850618600845337, 0.8973687887191772, 0.5156727433204651, 0.8189533948898315, 0.27369850873947144, 0.3302311301231384]"
3107,"[0.28013819456100464, 0.9712666869163513, 0.20804721117019653, 0.4489327669143677, 0.058780036866664886, 0.32497814297676086, 0.46339505910873413, 0.2816581726074219, 0.0, 0.8175132274627686]"
3117,"[0.0, 0.9490266442298889, 0.014830117113888264, 0.32149744033813477, 1.026679515838623, 0.0, 0.11453749984502792, 0.5177866220474243, 0.3472507894039154, 0.9963527917861938]"
3127,"[0.245666965842247, 0.014278074726462364, 1.0661256313323975, 0.6032575368881226, 0.9945674538612366, 0.34499669075012207, 0.5115060806274414, 0.4690660238265991, 0.7195195555686951, 0.0]"
3137,"[0.320884108543396, 1.1969256401062012, 0.11506485193967819, 0.10797684639692307, 0.0, 0.8391843438148499, 0.5396826863288879, 0.46604669094085693, 0.0, 0.5412148237228394]"
3147,"[0.39299216866493225, 1.0183385610580444, 0.32904577255249023, 0.5882318615913391, 0.037080805748701096, 0.4712829887866974, 0.542008638381958, 0.4514918923377991, 0.0, 0.9125946164131165]"
3157,"[0.0, 0.48465487360954285, 0.0, 1.0965838432312012, 0.44847723841667175, 0.31769517064094543, 0.3276403248310089, 0.24849820137023926, 0.1912156343460083, 0.6308321356773376]"
3167,"[0.45489099621772766, 0.0, 0.41139963269233704, 0.47799208760261536, 0.35668614506721497, 0.9911003112792969, 0.5754745006561279, 0.47988465428352356, 0.12091146409511566, 0.5353008508682251]"
3177,"[0.6412508487701416, 0.45496535301208496, 0.156736820936203, 0.0, 0.6027888655662537, 0.0, 0.07799196243286133, 0.21627280116081238, 0.6598461270332336, 0.7464725971221924]"
3187,"[0.12226377427577972, 0.31450793147087097, 0.061030905693769455, 0.12713125348091125, 0.16753199696540833, 0.26550304889678955, 0.22361335158348083, 0.3423742353916168, 0.032840825617313385, 0.4145806133747101]"
3197,"[0.26873674988746643, 0.9212256073951721, 0.332048624753952, 0.5248546600341797, 0.02802003175020218, 0.5149939060211182, 0.027338523417711258, 0.31149396300315857, 0.195549875497818, 0.6990572810173035]"
3207,"[0.34057310223579407, 0.20042170584201813, 0.49933165311813354, 0.6265043020248413, 0.5460513830184937, 0.8281679153442383, 0.4002877473831177, 0.5214818120002747, 0.22941432893276215, 0.38004428148269653]"
3217,"[0.2122621089220047, 0.17437602579593658, 0.22375738620758057, 1.0097672939300537, 0.07052712887525558, 0.6177473664283752, 0.883791983127594, 0.5479655861854553, 0.1908789426088333, 0.28372228145599365]"
3237,"[0.06196757033467293, 0.2145475447177887, 0.10082927346229553, 0.13242043554782867, 0.0, 0.2374047040939331, 0.10865377634763718, 0.0664265975356102, 0.04886045306921005, 0.0]"
3247,"[0.0, 0.7897241711616516, 0.1503438949584961, 1.1172415018081665, 0.0, 0.5501689314842224, 0.0435773991048336, 0.18468520045280457, 0.29628872871398926, 0.5140136480331421]"
3257,"[0.17168831825256348, 0.9556424617767334, 0.32282108068466187, 0.6757462024688721, 0.0, 0.3745880424976349, 0.08794596046209335, 0.0, 0.05482318997383118, 0.604049801826477]"
3267,"[0.3584837019443512, 0.5614476203918457, 0.060611139982938766, 0.16608868539333344, 0.5532247424125671, 0.4727230370044708, 0.6348074078559875, 0.8345828056335449, 0.33432304859161377, 0.5137234926223755]"
3277,"[0.3086053133010864, 0.39200475811958313, 0.16155870258808136, 0.5398050546646118, 0.3756493926048279, 0.6169182062149048, 0.31854328513145447, 0.7309361696243286, 0.12359365820884705, 0.5546907186508179]"
3287,"[0.20196209847927094, 0.4512033760547638, 0.2065824419260025, 0.8799723982810974, 0.44587036967277527, 0.5864360332489014, 0.2717134952545166, 0.0, 0.0, 0.31834572553634644]"
3307,"[0.13925285637378693, 0.3376986086368561, 0.1125035434961319, 0.748771607875824, 0.53183513879776, 0.907630980014801, 0.8145923018455505, 0.950281023979187, 0.12943659722805023, 0.3521641492843628]"
3317,"[0.8098505139350891, 0.3613021969795227, 0.6011296510696411, 0.3885471820831299, 0.5203774571418762, 0.5528674721717834, 0.6734209060668945, 0.8843439817428589, 0.0, 0.3366970717906952]"
3327,"[0.7688208222389221, 0.9068066477775574, 0.0, 0.2846166789531708, 0.8040357828140259, 0.3074183762073517, 0.08606532961130142, 0.6914790868759155, 0.49720561504364014, 0.3180123567581177]"
3337,"[0.22630468010902405, 0.3774423599243164, 0.1037842258810997, 0.27031147480010986, 0.32873037457466125, 0.3141776919364929, 0.2323736548423767, 0.4292515516281128, 0.16468596458435059, 0.6676720976829529]"
3347,"[0.39626428484916687, 0.4118061065673828, 0.2543415427207947, 0.5448969006538391, 0.2984062135219574, 0.876458466053009, 0.5052076578140259, 0.6199359893798828, 0.3519591689109802, 0.6362420320510864]"
3357,"[0.5953209400177002, 0.1528840959072113, 0.42441192269325256, 1.0692942142486572, 0.9551454782485962, 0.1325431615114212, 0.3622789978981018, 0.789065957069397, 0.21184290945529938, 0.2960367202758789]"
3367,"[0.2870050072669983, 0.6676097512245178, 0.0, 0.4749287962913513, 0.7303504347801208, 0.4010259807109833, 0.2178618460893631, 0.04159913212060928, 0.12677639722824097, 0.9875656366348267]"
3377,"[0.23604148626327515, 0.06535032391548157, 0.318652480840683, 0.24895498156547546, 0.8333735466003418, 0.4719591438770294, 0.29767775535583496, 0.7961134910583496, 0.23606771230697632, 0.3529775142669678]"
3387,"[0.11602801084518433, 0.7327912449836731, 0.7039066553115845, 0.44462600350379944, 0.0, 0.0, 0.1547161042690277, 0.35872289538383484, 0.608660101890564, 0.5279916524887085]"
3397,"[0.13546279072761536, 0.42241501808166504, 0.07847074419260025, 0.5928506851196289, 0.055566754192113876, 0.49579373002052307, 0.5599824786186218, 0.9928208589553833, 0.39734947681427, 0.5776795744895935]"
3407,"[0.06587983667850494, 0.9066423773765564, 0.19271059334278107, 0.46692922711372375, 0.0, 0.0, 0.5961153507232666, 0.0, 0.28514793515205383, 0.34793195128440857]"
3417,"[0.0, 0.5323061943054199, 0.0, 0.9225619435310364, 0.0, 0.9642986059188843, 0.5744500756263733, 0.4151698648929596, 0.339160680770874, 0.45186173915863037]"
3427,"[0.25774645805358887, 0.4755527377128601, 0.2168435901403427, 0.5485605001449585, 0.3061942756175995, 0.6080935001373291, 0.31180843710899353, 0.48359036445617676, 0.27534258365631104, 0.6522248387336731]"
3437,"[0.30847594141960144, 1.0493640899658203, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.378825843334198, 0.8353621959686279]"
3447,"[0.5995538234710693, 0.3053327798843384, 0.44973260164260864, 0.45264118909835815, 0.7649673223495483, 0.9704478979110718, 0.36492401361465454, 0.19052483141422272, 0.29852354526519775, 0.5941671133041382]"
3457,"[0.027230266481637955, 0.010555957444012165, 0.49277815222740173, 0.556128203868866, 1.2822550535202026, 0.27539241313934326, 0.0, 0.42710891366004944, 0.07106322795152664, 0.8138991594314575]"
3467,"[0.24917541444301605, 0.2091512829065323, 0.5413300395011902, 0.36577746272087097, 0.5423383712768555, 1.0207542181015015, 0.5596942901611328, 0.5681456923484802, 0.1710108369588852, 0.6995421051979065]"
3477,"[0.14153194427490234, 1.152341604232788, 0.0, 0.38402265310287476, 0.0, 0.14264389872550964, 0.4769214689731598, 0.561143696308136, 0.5215544104576111, 0.29272010922431946]"
